Date,WPUUSD,WPUEUR,WPUGBP,WPUAUD,WPUJPY,WPUCHF,WPUCAD,WPUCNY,WPUINR,WPUBRL,WPURUB,WPUMXN
1989-11-30,0.7907,0.6937,0.5042,1.0122,113.1182,1.2606,0.9199,,13.3399,0.0,,
1989-12-01,0.79,0.6938,0.5051,1.0125,113.1698,1.2627,0.9222,,13.3268,0.0,,
1989-12-04,0.7898,0.6918,0.5055,1.0112,113.4541,1.2637,0.9197,,13.3547,0.0,,
1989-12-05,0.7909,0.6919,0.5047,1.0146,113.94,1.2567,0.9195,,13.3523,0.0,,
1989-12-06,0.7905,0.6904,0.5045,1.0149,114.4042,1.2612,0.9191,,13.3635,0.0,,
1989-12-07,0.7916,0.6885,0.5017,1.0103,114.0888,1.2592,0.9198,,13.3073,0.0,,
1989-12-08,0.7913,0.689,0.5007,1.0098,114.0281,1.2668,0.9191,,13.2987,0.0,,
1989-12-11,0.7923,0.6878,0.4986,1.0103,114.5327,1.2665,0.9208,,13.2617,0.0,,
1989-12-12,0.7968,0.6811,0.4978,1.0143,114.8303,1.2595,0.9274,,13.3827,0.0,,
1989-12-13,0.801,0.6809,0.499,1.0137,114.6653,1.2426,0.9292,,13.4742,0.0,,
1989-12-14,0.7979,0.683,0.4994,1.0158,114.9461,1.2436,0.9273,,13.4999,0.0,,
1989-12-15,0.7996,0.6839,0.4976,1.0173,115.1739,1.239,0.9287,,13.5191,0.0,,
1989-12-18,0.7994,0.6813,0.499,1.0214,115.1718,1.2376,0.9277,,13.5332,0.0,,
1989-12-19,0.7973,0.682,0.498,1.0182,115.0351,1.24,0.9247,,13.5309,0.0,,
1989-12-20,0.7969,0.6837,0.4976,1.0132,114.7099,1.2451,0.9263,,13.4891,0.0,,
1989-12-21,0.7997,0.68,0.4961,1.0167,114.9145,1.244,0.9268,,13.5303,0.0,,
1989-12-22,0.8033,0.6759,0.4951,1.0166,114.5796,1.2427,0.9304,,13.7723,0.0,,
1989-12-27,0.8061,0.674,0.4963,1.0098,114.541,1.2357,0.9342,,13.603,0.0,,
1989-12-28,0.8025,0.6743,0.4987,1.011,115.1304,1.2357,0.9279,,13.566,0.0,,
1989-12-29,0.8011,0.6719,0.4968,1.0143,115.2235,1.237,0.9278,,13.3903,0.0,,
1990-01-02,0.7958,0.6726,0.4938,1.0137,116.3197,1.2494,0.9223,,13.4961,0.0,,
1990-01-03,0.7957,0.6743,0.4938,1.015,115.6052,1.2542,0.9246,,13.4853,0.0,,
1990-01-04,0.8027,0.6732,0.4941,1.0241,115.4808,1.2403,0.9322,,13.6383,0.0,,
1990-01-05,0.8054,0.6685,0.4922,1.0253,115.8472,1.2402,0.935,,13.6375,0.0,,
1990-01-08,0.8071,0.668,0.4896,1.031,116.5784,1.235,0.936,,13.6935,0.0,,
1990-01-09,0.8059,0.6684,0.4874,1.0249,117.0476,1.23,0.936,,13.6416,0.0,,
1990-01-10,0.808,0.6682,0.4862,1.0245,117.1695,1.2234,0.9361,,13.6617,0.0,,
1990-01-11,0.8077,0.6702,0.4874,1.0202,117.4391,1.2244,0.9343,,13.6678,0.0,,
1990-01-12,0.8093,0.67,0.4855,1.0224,117.9294,1.2138,0.9355,,13.7392,0.0,,
1990-01-15,0.8087,0.6724,0.4856,1.0183,117.3159,1.2188,0.9376,,13.6642,0.0,,
1990-01-16,0.8052,0.6734,0.4864,1.0201,117.145,1.2222,0.9378,,13.6616,0.0,,
1990-01-17,0.8064,0.6699,0.4876,1.0145,116.9827,1.2124,0.9387,,13.6373,0.0,,
1990-01-18,0.8029,0.6729,0.4875,1.0103,117.1645,1.2178,0.9401,,13.6114,0.0,,
1990-01-19,0.8015,0.6744,0.4877,1.0126,116.9915,1.2187,0.946,,13.6211,0.0,,
1990-01-22,0.7999,0.6764,0.4875,1.0046,116.9988,1.2248,0.9443,,13.6,0.0,,
1990-01-23,0.8007,0.6717,0.4885,1.0388,117.6749,1.2148,0.9444,,13.6908,0.0,,
1990-01-24,0.8081,0.6669,0.4874,1.0606,117.1968,1.2038,0.9575,,13.6901,0.0,,
1990-01-25,0.8066,0.67,0.4875,1.0652,116.5693,1.2034,0.9584,,13.6177,0.0,,
1990-01-26,0.8096,0.6697,0.4873,1.0647,115.7677,1.2074,0.9665,,13.6498,0.0,,
1990-01-29,0.8123,0.6655,0.4842,1.065,116.3628,1.2072,0.9641,,14.1828,0.0,,
1990-01-30,0.8117,0.6627,0.4822,1.0605,116.817,1.2085,0.9658,,13.8958,0.0,,
1990-01-31,0.8098,0.6619,0.4816,1.0592,116.8677,1.2168,0.9627,,13.7253,0.0,,
1990-02-01,0.8079,0.667,0.4805,1.0514,117.3058,1.2114,0.9604,,13.7218,0.0,,
1990-02-02,0.8081,0.667,0.4807,1.0447,117.6497,1.2111,0.9588,,13.7057,0.0,,
1990-02-05,0.8108,0.6655,0.4793,1.0613,118.206,1.2028,0.9639,,13.7715,0.0,,
1990-02-06,0.8137,0.6629,0.4778,1.06,118.2127,1.2021,0.9665,,13.7708,0.0,,
1990-02-07,0.813,0.6611,0.4781,1.0732,118.1514,1.2036,0.9699,,13.7604,0.0,,
1990-02-08,0.8099,0.664,0.4794,1.0716,117.5505,1.2066,0.9695,,13.7057,0.0,,
1990-02-09,0.8087,0.6653,0.4783,1.0787,117.5216,1.2086,0.9658,,13.7116,0.0,,
1990-02-12,0.8095,0.6637,0.4774,1.0767,116.8661,1.2121,0.9724,,13.7567,0.0,,
1990-02-13,0.8067,0.6655,0.4788,1.077,116.8036,1.212,0.967,,13.7357,0.0,,
1990-02-14,0.8089,0.6645,0.4772,1.0857,116.924,1.2079,0.9762,,13.7297,0.0,,
1990-02-15,0.8079,0.6657,0.4769,1.0768,116.7412,1.2093,0.9734,,13.7073,0.0,,
1990-02-16,0.808,0.6669,0.4778,1.0713,116.7226,1.2094,0.9666,,13.6137,0.0,,
1990-02-19,0.8107,0.665,0.4756,1.0644,117.1636,1.2055,0.9716,,13.7453,0.0,,
1990-02-20,0.8101,0.665,0.4752,1.066,117.8683,1.2022,0.9727,,13.7584,0.0,,
1990-02-21,0.8118,0.6641,0.4741,1.0668,117.9883,1.1974,0.9753,,13.8001,0.0,,
1990-02-22,0.8109,0.6636,0.4741,1.0624,118.5152,1.1966,0.968,,13.8091,0.0,,
1990-02-23,0.8097,0.6643,0.4741,1.0561,118.9125,1.1946,0.9713,,13.7714,0.0,,
1990-02-26,0.8065,0.6637,0.475,1.0511,119.6154,1.1922,0.9628,,13.7028,0.0,,
1990-02-27,0.8036,0.6637,0.4761,1.0589,119.7458,1.1949,0.9585,,13.7394,0.0,,
1990-02-28,0.8028,0.6652,0.4757,1.0574,119.6635,1.1988,0.9563,,13.7193,0.0,,
1990-03-01,0.7998,0.6676,0.4795,1.0455,119.2999,1.1988,0.9512,,13.6184,0.0,,
1990-03-02,0.7988,0.6666,0.4817,1.0464,119.3669,1.1971,0.953,,13.5841,0.0,,
1990-03-05,0.7972,0.671,0.4849,1.0465,118.7455,1.1894,0.9499,,13.5231,0.0,,
1990-03-06,0.7982,0.6639,0.4836,1.048,119.5485,1.1945,0.9466,,13.6088,0.0,,
1990-03-07,0.7947,0.6643,0.4843,1.045,120.0912,1.1962,0.9419,,13.5307,0.0,,
1990-03-08,0.795,0.6619,0.4842,1.0456,120.0397,1.2008,0.9376,,13.5669,0.0,,
1990-03-09,0.7934,0.661,0.4896,1.0405,119.7437,1.1946,0.9348,,13.5273,0.0,,
1990-03-12,0.7896,0.6615,0.4901,1.0408,120.2215,1.2008,0.9311,,13.4783,0.0,,
1990-03-13,0.7863,0.6626,0.4913,1.0342,120.1381,1.2036,0.9252,,13.4507,0.0,,
1990-03-14,0.788,0.6627,0.4905,1.034,120.1174,1.2017,0.9245,,13.4837,0.0,,
1990-03-15,0.7862,0.6607,0.4886,1.0469,120.863,1.2047,0.9273,,13.4938,0.0,,
1990-03-16,0.7928,0.6583,0.4874,1.05,120.2982,1.1942,0.9362,,13.5062,0.0,,
1990-03-19,0.7926,0.6548,0.4897,1.0458,121.0575,1.19,0.9384,,13.4764,0.0,,
1990-03-20,0.7911,0.6564,0.4887,1.0415,120.9288,1.1923,0.9335,,13.4577,0.0,,
1990-03-21,0.7837,0.6595,0.4921,1.0444,121.3414,1.1958,0.9231,,13.4539,0.0,,
1990-03-22,0.7841,0.6578,0.491,1.0478,122.001,1.1931,0.9248,,13.4777,0.0,,
1990-03-23,0.7862,0.6596,0.4903,1.0503,121.3494,1.1914,0.9252,,13.4931,0.0,,
1990-03-26,0.7835,0.6574,0.4859,1.0506,122.4188,1.1953,0.9206,,13.4882,0.0,,
1990-03-27,0.7841,0.6573,0.4826,1.0518,123.3448,1.1919,0.9222,,13.4969,0.0,,
1990-03-28,0.7853,0.6555,0.4813,1.0513,124.4727,1.1889,0.9237,,13.4773,0.0,,
1990-03-29,0.7879,0.6552,0.4831,1.0486,123.6467,1.1835,0.9252,,13.5399,0.0,,
1990-03-30,0.7898,0.6521,0.4797,1.0458,124.9423,1.18,0.9248,,13.584,0.0,,
1990-04-02,0.7866,0.6544,0.4814,1.038,124.7406,1.1843,0.9198,,13.4846,0.0,,
1990-04-03,0.7871,0.6544,0.4815,1.0352,125.496,1.1797,0.9176,,13.7265,0.0,,
1990-04-04,0.7895,0.6528,0.4804,1.0274,124.7117,1.1868,0.9219,,13.5788,0.0,,
1990-04-05,0.789,0.6549,0.4804,1.0314,124.3868,1.1817,0.9222,,13.532,0.0,,
1990-04-06,0.7887,0.6538,0.4813,1.0302,123.9816,1.1841,0.9188,,13.5845,0.0,,
1990-04-09,0.7889,0.6513,0.4815,1.0303,124.452,1.1796,0.9171,,13.5247,0.0,,
1990-04-10,0.7873,0.6503,0.4814,1.0296,124.8321,1.1787,0.9149,,13.4846,0.0,,
1990-04-11,0.7902,0.6477,0.4802,1.0298,124.8331,1.1714,0.9204,,13.6094,0.0,,
1990-04-12,0.7898,0.6463,0.4807,1.0302,124.8796,1.173,0.9195,,13.6143,0.0,,
1990-04-17,0.7866,0.6467,0.4827,1.0275,125.9712,1.173,0.9189,,13.6219,0.0,,
1990-04-18,0.7894,0.6455,0.4822,1.0248,125.6286,1.1718,0.9167,,13.6464,0.0,,
1990-04-19,0.7912,0.6484,0.4814,1.0225,123.7024,1.1746,0.919,,13.6666,0.0,,
1990-04-20,0.7888,0.6506,0.482,1.0228,124.0814,1.1761,0.9172,,13.6647,0.0,,
1990-04-23,0.7884,0.6505,0.4819,1.0295,124.3329,1.1778,0.9153,,13.679,0.0,,
1990-04-24,0.7881,0.6529,0.4822,1.0283,125.0269,1.1716,0.9136,,13.669,0.0,,
1990-04-25,0.7905,0.6506,0.4832,1.032,125.5924,1.1597,0.9176,,13.7088,0.0,,
1990-04-26,0.7901,0.6512,0.4837,1.0447,125.1646,1.156,0.9165,,13.7363,0.0,,
1990-04-27,0.7906,0.6481,0.4836,1.0541,125.9177,1.1509,0.9195,,13.7523,0.0,,
1990-04-30,0.7907,0.6498,0.4833,1.0549,125.6745,1.1487,0.9217,,13.6529,0.0,,
1990-05-01,0.791,0.6507,0.4826,1.0604,125.4729,1.1515,0.9213,,13.7398,0.0,,
1990-05-02,0.7918,0.6514,0.4822,1.0529,125.1122,1.1526,0.9236,,13.7722,0.0,,
1990-05-03,0.7928,0.65,0.4824,1.0491,125.2413,1.1528,0.9251,,13.7522,0.0,,
1990-05-04,0.7948,0.6477,0.4789,1.0513,125.9629,1.1495,0.9248,,13.626,0.0,,
1990-05-08,0.7978,0.6459,0.4775,1.0526,125.7431,1.1459,0.9281,,13.8272,0.0,,
1990-05-09,0.8035,0.6452,0.4786,1.0589,125.8552,1.1294,0.9367,,13.9073,0.0,,
1990-05-10,0.8036,0.6458,0.4799,1.0606,126.3794,1.123,0.9361,,13.9227,0.0,,
1990-05-11,0.8085,0.6462,0.481,1.0654,123.6098,1.1255,0.9519,,13.9776,0.0,,
1990-05-14,0.8082,0.6497,0.4806,1.0541,123.516,1.1276,0.9498,,13.9814,0.0,,
1990-05-15,0.8079,0.6522,0.4823,1.057,121.8562,1.1335,0.9543,,13.9972,0.0,,
1990-05-16,0.8092,0.6494,0.4816,1.0601,122.6992,1.131,0.9519,,13.9842,0.0,,
1990-05-17,0.8081,0.6501,0.4784,1.0623,123.1409,1.1357,0.9485,,13.9603,0.0,,
1990-05-18,0.8077,0.6498,0.4778,1.0631,123.5254,1.1347,0.9505,,13.9422,0.0,,
1990-05-21,0.8057,0.6507,0.4763,1.0539,123.4552,1.1458,0.9491,,13.9131,0.0,,
1990-05-22,0.8061,0.655,0.4768,1.0516,122.2497,1.1432,0.9579,,13.9383,0.0,,
1990-05-23,0.8069,0.6547,0.4766,1.0541,122.0462,1.1391,0.9566,,13.9433,0.0,,
1990-05-24,0.8056,0.6541,0.4761,1.0566,122.0146,1.1427,0.9547,,13.9365,0.0,,
1990-05-25,0.8056,0.6548,0.4767,1.0503,120.6415,1.1488,0.9537,,13.929,0.0,,
1990-05-29,0.807,0.6543,0.4763,1.0543,121.7406,1.1383,0.9526,,14.0144,0.0,,
1990-05-30,0.8042,0.6569,0.4748,1.0434,121.7879,1.1442,0.948,,13.9577,0.0,,
1990-05-31,0.8001,0.6591,0.4771,1.0405,121.826,1.1451,0.9391,,13.8744,0.0,,
1990-06-01,0.8014,0.6575,0.4757,1.0412,121.2158,1.1513,0.939,,13.9156,0.0,,
1990-06-04,0.7974,0.658,0.4766,1.0399,122.0777,1.1487,0.9386,,13.9132,0.0,,
1990-06-05,0.7995,0.6575,0.4745,1.0351,121.8259,1.1483,0.9413,,13.9026,0.0,,
1990-06-06,0.7999,0.6563,0.4739,1.0365,122.1876,1.1468,0.9377,,13.9134,0.0,,
1990-06-07,0.7996,0.6572,0.4735,1.0284,121.9813,1.1507,0.9337,,13.9271,0.0,,
1990-06-08,0.7966,0.6568,0.4734,1.0312,122.1166,1.1552,0.935,,13.8862,0.0,,
1990-06-11,0.7973,0.6561,0.473,1.028,123.1387,1.1494,0.9322,,13.9112,0.0,,
1990-06-12,0.7998,0.6559,0.4695,1.0327,123.4129,1.1502,0.9371,,13.9155,0.0,,
1990-06-13,0.8007,0.6555,0.4684,1.0323,123.6484,1.1475,0.9386,,13.8969,0.0,,
1990-06-14,0.8004,0.657,0.4686,1.0305,123.1095,1.1481,0.9363,,13.922,0.0,,
1990-06-15,0.7983,0.657,0.4691,1.0297,123.2339,1.1539,0.9363,,13.9191,0.0,,
1990-06-18,0.8026,0.6531,0.4695,1.0323,123.6804,1.1455,0.9404,,14.0094,0.0,,
1990-06-19,0.8055,0.6535,0.4682,1.0274,123.8028,1.1377,0.9457,,14.0231,0.0,,
1990-06-20,0.8039,0.6549,0.4669,1.0267,123.9322,1.1391,0.9417,,14.0104,0.0,,
1990-06-21,0.8043,0.6543,0.4663,1.0186,124.3836,1.1387,0.9449,,14.0017,0.0,,
1990-06-22,0.8051,0.6539,0.4655,1.025,124.6671,1.1358,0.95,,14.0397,0.0,,
1990-06-25,0.8053,0.654,0.4654,1.0266,125.0703,1.1355,0.9501,,14.0358,0.0,,
1990-06-26,0.8061,0.6534,0.4643,1.0263,124.9458,1.1376,0.945,,14.0186,0.0,,
1990-06-27,0.8083,0.6523,0.4639,1.026,124.7538,1.1372,0.946,,14.078,0.0,,
1990-06-28,0.8085,0.653,0.4648,1.0295,123.769,1.1387,0.9472,,14.1017,0.0,,
1990-06-29,0.8089,0.653,0.464,1.0222,123.0969,1.146,0.9424,,14.1118,0.0,,
1990-07-02,0.8142,0.6529,0.4621,1.0238,123.0661,1.1419,0.9457,,14.2049,0.0,,
1990-07-03,0.8162,0.653,0.4598,1.024,123.672,1.1397,0.9487,,14.2387,0.0,,
1990-07-04,0.8192,0.6526,0.4591,1.0203,122.8054,1.1387,0.9515,,14.2057,0.0,,
1990-07-05,0.8179,0.6512,0.4585,1.0212,123.0837,1.1416,0.9508,,14.2215,0.0,,
1990-07-06,0.8166,0.6521,0.4568,1.0233,123.4219,1.1444,0.9492,,14.216,0.0,,
1990-07-09,0.8191,0.652,0.4539,1.0225,123.8261,1.1423,0.9486,,14.2447,0.0,,
1990-07-10,0.8216,0.6523,0.4529,1.0189,122.3266,1.1456,0.9501,,14.2667,0.0,,
1990-07-11,0.8195,0.6538,0.4557,1.0286,121.775,1.1471,0.9498,,14.2467,0.0,,
1990-07-12,0.8121,0.6612,0.4542,1.0415,122.4912,1.1492,0.9425,,14.3667,0.0,,
1990-07-13,0.8227,0.6524,0.4558,1.0549,121.8957,1.1485,0.952,,14.3522,0.0,,
1990-07-16,0.8201,0.6531,0.4546,1.0482,121.3056,1.1638,0.9496,,14.2972,0.0,,
1990-07-17,0.8207,0.6547,0.4538,1.0397,121.7157,1.1617,0.9483,,14.3126,0.0,,
1990-07-18,0.8259,0.6504,0.4536,1.039,121.3512,1.1613,0.9526,,14.3036,0.0,,
1990-07-19,0.8243,0.653,0.4537,1.0542,121.7211,1.1568,0.9512,,14.3447,0.0,,
1990-07-20,0.8233,0.6515,0.4531,1.0483,122.4525,1.16,0.9501,,14.3001,0.0,,
1990-07-23,0.8276,0.6492,0.454,1.055,122.7809,1.1486,0.9566,,14.4005,0.0,,
1990-07-24,0.8296,0.6499,0.4549,1.0571,123.2192,1.1405,0.9596,,14.4552,0.0,,
1990-07-25,0.829,0.6487,0.458,1.0547,123.5202,1.1404,0.9555,,14.4318,0.0,,
1990-07-26,0.8272,0.6477,0.4565,1.0604,124.4354,1.1409,0.9522,,14.416,0.0,,
1990-07-27,0.8307,0.6479,0.4531,1.0527,124.4081,1.1372,0.9567,,14.462,0.0,,
1990-07-30,0.8345,0.6477,0.4525,1.0527,123.7152,1.1378,0.9611,,14.4626,0.0,,
1990-07-31,0.8402,0.6461,0.452,1.0594,122.938,1.1333,0.9695,,14.5803,0.0,,
1990-08-01,0.8377,0.6455,0.4523,1.0562,123.5718,1.1359,0.9656,,14.5605,0.0,,
1990-08-02,0.8341,0.6453,0.4527,1.065,125.6078,1.1358,0.9605,,14.5397,0.0,,
1990-08-03,0.8395,0.6462,0.4523,1.0697,125.4974,1.1348,0.9681,,14.5689,0.0,,
1990-08-06,0.8479,0.6424,0.4511,1.0688,126.2217,1.1278,0.9738,,14.6031,0.0,,
1990-08-07,0.8486,0.6463,0.4521,1.0711,127.2377,1.1302,0.975,,14.6682,0.0,,
1990-08-08,0.8474,0.6501,0.4538,1.0643,127.0769,1.1393,0.9735,,14.6816,0.0,,
1990-08-09,0.8459,0.649,0.4523,1.0577,126.8581,1.1322,0.9701,,14.6735,0.0,,
1990-08-10,0.8452,0.6472,0.4516,1.0597,127.0477,1.1335,0.9707,,14.6837,0.0,,
1990-08-13,0.8517,0.646,0.4519,1.0606,128.0493,1.1208,0.9764,,14.7645,0.0,,
1990-08-14,0.8548,0.65,0.4519,1.0614,127.9273,1.1159,0.9792,,14.8092,0.0,,
1990-08-15,0.8614,0.6441,0.4522,1.0623,126.2897,1.1196,0.985,,14.8366,0.0,,
1990-08-16,0.8576,0.6461,0.4519,1.0649,127.2086,1.1161,0.9829,,14.8121,0.0,,
1990-08-17,0.8622,0.6488,0.4501,1.0726,127.6131,1.1098,0.9872,,14.9034,0.0,,
1990-08-20,0.8623,0.649,0.4495,1.0671,126.7406,1.1136,0.9864,,14.8998,0.0,,
1990-08-21,0.8649,0.6493,0.4501,1.059,126.5921,1.1148,0.9855,,14.971,0.0,,
1990-08-22,0.8677,0.6514,0.4505,1.0577,126.6508,1.1055,0.9848,,15.0337,0.0,,
1990-08-23,0.8729,0.6525,0.4474,1.0525,127.9863,1.1003,0.9878,,15.0783,0.0,,
1990-08-24,0.8754,0.6546,0.4486,1.0473,127.4286,1.1056,0.9905,,15.092,0.0,,
1990-08-28,0.8725,0.653,0.4481,1.052,125.0369,1.1187,0.9957,,15.1507,0.0,,
1990-08-29,0.8684,0.649,0.4457,1.0408,124.6611,1.1137,0.9884,,15.0679,0.0,,
1990-08-30,0.8632,0.6504,0.4488,1.0535,124.3907,1.1167,0.9886,,15.0653,0.0,,
1990-08-31,0.8581,0.6517,0.4538,1.0526,123.266,1.1209,0.9914,,15.0254,0.0,,
1990-09-03,0.8551,0.6549,0.4572,1.0485,122.8196,1.126,0.9864,,15.1461,0.0,,
1990-09-04,0.8562,0.6535,0.4568,1.0502,123.1093,1.1309,0.993,,15.1003,0.0,,
1990-09-05,0.866,0.6531,0.4562,1.0461,122.6667,1.1205,0.9985,,15.1565,0.0,,
1990-09-06,0.8671,0.6536,0.4553,1.0539,122.3988,1.1276,1.0027,,15.2424,0.0,,
1990-09-07,0.8658,0.6555,0.4581,1.0553,121.5814,1.1318,1.0089,,15.3179,0.0,,
1990-09-10,0.8621,0.6573,0.4635,1.0593,119.7881,1.135,1.0076,,15.2858,0.0,,
1990-09-11,0.8578,0.6584,0.4641,1.0505,119.8378,1.1387,0.9966,,15.2535,0.0,,
1990-09-12,0.8626,0.6615,0.4625,1.055,118.863,1.1378,1.0036,,15.3273,0.0,,
1990-09-13,0.8638,0.6605,0.4614,1.0547,119.1847,1.1365,1.0076,,15.4045,0.0,,
1990-09-14,0.8732,0.6578,0.4604,1.0546,119.2147,1.1264,1.0175,,15.5712,0.0,,
1990-09-17,0.8744,0.6553,0.4589,1.0495,119.5756,1.1243,1.0123,,15.5922,0.0,,
1990-09-18,0.877,0.6549,0.4569,1.0515,120.3819,1.1239,1.0149,,15.6251,0.0,,
1990-09-19,0.8717,0.658,0.4614,1.0488,119.8437,1.138,1.009,,15.5584,0.0,,
1990-09-20,0.8671,0.6597,0.4637,1.0486,118.5823,1.1438,1.0004,,15.5983,0.0,,
1990-09-21,0.8687,0.6579,0.4684,1.0446,118.2865,1.1417,1.0023,,15.6741,0.0,,
1990-09-24,0.8747,0.6591,0.4651,1.0513,119.0273,1.1355,1.0072,,15.8099,0.0,,
1990-09-25,0.8758,0.6584,0.465,1.0494,119.5901,1.1353,1.0059,,15.7683,0.0,,
1990-09-26,0.8749,0.6635,0.4689,1.0513,119.9005,1.1417,1.009,,15.8004,0.0,,
1990-09-27,0.8718,0.6642,0.4669,1.0529,120.6304,1.1381,1.0084,,15.7448,0.0,,
1990-09-28,0.8733,0.6634,0.467,1.059,120.767,1.1343,1.0076,,15.7106,0.0,,
1990-10-01,0.8807,0.6616,0.4661,1.0598,120.6504,1.1345,1.0143,,15.8795,0.0,,
1990-10-02,0.8767,0.6624,0.4652,1.0579,120.2086,1.1338,1.0113,,15.8541,0.0,,
1990-10-03,0.8789,0.6574,0.4634,1.0579,119.778,1.131,1.0121,,15.8394,0.0,,
1990-10-04,0.8829,0.6587,0.4627,1.0621,118.5698,1.1291,1.0147,,15.9595,0.0,,
1990-10-05,0.89,0.6624,0.4551,1.0611,117.532,1.1423,1.0241,,15.9925,0.0,,
1990-10-08,0.8925,0.662,0.4532,1.0697,116.9464,1.1509,1.0291,,15.9971,0.0,,
1990-10-09,0.8974,0.6598,0.4549,1.0745,116.9205,1.1417,1.0323,,16.1701,0.0,,
1990-10-10,0.8996,0.6603,0.4563,1.084,116.5406,1.1454,1.0344,,16.1721,0.0,,
1990-10-11,0.8934,0.6602,0.455,1.0978,116.1659,1.1511,1.0285,,16.079,0.0,,
1990-10-12,0.8997,0.6614,0.456,1.0995,115.8905,1.1491,1.0313,,16.1877,0.0,,
1990-10-15,0.8954,0.6596,0.4586,1.1352,114.8798,1.1511,1.0329,,16.1336,0.0,,
1990-10-16,0.8964,0.6565,0.4579,1.1376,114.008,1.1446,1.0365,,16.1508,0.0,,
1990-10-17,0.9008,0.6564,0.4572,1.1573,112.7891,1.1429,1.0499,,16.2473,0.0,,
1990-10-18,0.8975,0.6565,0.4597,1.1672,112.5539,1.1446,1.0586,,16.2062,0.0,,
1990-10-19,0.8957,0.6529,0.4565,1.1457,112.7943,1.1367,1.046,,16.1947,0.0,,
1990-10-22,0.892,0.6526,0.458,1.1432,112.5568,1.1451,1.0466,,16.1182,0.0,,
1990-10-23,0.8865,0.6484,0.4552,1.1381,112.6919,1.1334,1.0383,,16.0,0.0,,
1990-10-24,0.8865,0.6511,0.4539,1.1369,113.6605,1.1257,1.0294,,16.068,0.0,,
1990-10-25,0.8882,0.6468,0.4535,1.1318,113.4429,1.1338,1.0355,,16.05,0.0,,
1990-10-26,0.89,0.6516,0.455,1.1384,113.7357,1.1376,1.0367,,16.1036,0.0,,
1990-10-29,0.8907,0.6515,0.4562,1.1381,114.3753,1.145,1.0363,,16.1644,0.0,,
1990-10-30,0.8853,0.6493,0.4545,1.1314,114.4234,1.1407,1.0299,,16.0514,0.0,,
1990-10-31,0.8893,0.6505,0.457,1.132,115.5507,1.1424,1.0385,,16.1404,0.0,,
1990-11-01,0.8888,0.6483,0.4565,1.1356,116.1129,1.1367,1.0357,,16.0965,0.0,,
1990-11-02,0.8931,0.649,0.4572,1.1506,114.8563,1.1384,1.0413,,16.1474,0.0,,
1990-11-05,0.8991,0.6476,0.457,1.1497,114.0461,1.1287,1.0411,,16.2675,0.0,,
1990-11-06,0.9001,0.6473,0.456,1.1435,114.5908,1.1262,1.0448,,16.289,0.0,,
1990-11-07,0.8998,0.6449,0.455,1.1535,114.991,1.1148,1.0458,,16.2355,0.0,,
1990-11-08,0.894,0.6465,0.4559,1.1536,116.3895,1.126,1.043,,16.2747,0.0,,
1990-11-09,0.897,0.6468,0.456,1.1526,116.4498,1.1218,1.0479,,16.2611,0.0,,
1990-11-12,0.8974,0.6451,0.4571,1.1546,115.769,1.1229,1.0461,,16.2739,0.0,,
1990-11-13,0.8955,0.6431,0.4555,1.1557,115.957,1.1205,1.044,,16.209,0.0,,
1990-11-14,0.8959,0.642,0.4571,1.1626,116.123,1.1153,1.0435,,16.2152,0.0,,
1990-11-15,0.8946,0.6439,0.4571,1.16,115.6425,1.12,1.0402,,16.1935,0.0,,
1990-11-16,0.8962,0.6407,0.4557,1.1627,115.9952,1.1165,1.0418,,16.1987,0.0,,
1990-11-19,0.8956,0.6395,0.4538,1.1707,115.4195,1.1119,1.0414,,16.152,0.0,,
1990-11-20,0.8934,0.6404,0.4535,1.1666,115.1316,1.1156,1.037,,16.138,0.0,,
1990-11-21,0.8937,0.6414,0.454,1.1708,113.9441,1.1214,1.0356,,16.1101,0.0,,
1990-11-22,0.8958,0.6417,0.4545,1.164,113.9086,1.1181,1.0389,,16.1129,0.0,,
1990-11-23,0.8942,0.6429,0.4545,1.1668,113.9407,1.1249,1.0367,,16.135,0.0,,
1990-11-26,0.8912,0.6446,0.4538,1.1639,114.9667,1.1299,1.0343,,16.114,0.0,,
1990-11-27,0.8967,0.6435,0.4541,1.1671,115.0594,1.1308,1.0436,,16.2308,0.0,,
1990-11-28,0.894,0.6438,0.4532,1.1638,116.0097,1.1331,1.0427,,16.2167,0.0,,
1990-11-29,0.8863,0.6455,0.4531,1.1476,118.3064,1.128,1.031,,16.0559,0.0,,
1990-11-30,0.8846,0.6446,0.4561,1.1453,117.5363,1.1356,1.0299,,16.0905,0.0,,
1990-12-03,0.8781,0.6462,0.4572,1.1303,117.5956,1.1339,1.0232,,15.9483,0.0,,
1990-12-04,0.8803,0.6422,0.4565,1.1314,117.6533,1.1275,1.0241,,15.9221,0.0,,
1990-12-05,0.88,0.6411,0.4563,1.142,118.1577,1.1271,1.0239,,15.8774,0.0,,
1990-12-06,0.8836,0.6411,0.456,1.1488,116.8213,1.1264,1.0267,,16.0089,0.0,,
1990-12-07,0.8859,0.6403,0.4548,1.1483,116.6696,1.1234,1.0279,,16.068,0.0,,
1990-12-10,0.8874,0.6354,0.4554,1.1561,116.8234,1.1112,1.0262,,16.0329,0.0,,
1990-12-11,0.8852,0.6383,0.4558,1.1537,116.6456,1.1168,1.0251,,16.004,0.0,,
