2014-12-31,2.319,2.19,2.135,2.162,2.27,2.435,2.648,2.81,3.043,#N/A,#N/A,13.332961,13.304149,13.259709,13.124927,12.990633,12.835523,12.686458,#N/A,12.50208,12.319731,0.88,0.91,0.99,1.0235,1.06,1.2028,1.3606,1.4022,1.4885,1.6294,1.7193,1.8109,2.3275,2.3581,-0.356,-0.356,-0.242,-0.279,-0.259,-0.112,0.004,0.121,0.314,0.68,0.731,3.2194488,3.2274423,3.2397716,3.271204,3.320656,3.280374,3.450303,3.464152,3.575711,3.653331,4.120438,4.192964,-0.15,-0.243,-0.096,-0.1,-0.111,-0.099,-0.079,-0.012,0.081,0.184,0.264,0.384,0.5475,0.885,1.146,1.237,1.386,0.413785,0.445992,0.492121,0.3008,0.4283,0.677,0.95,1.1641,1.223,1.405,1.454,1.555,1.8155,1.733,2.147,2.3634,2.428,2.506,2.471,8.3528,8.3562,#N/A,7.9115,7.98,8.0355,7.8625,8.0245,7.9695,7.9655,0.015,0.005,-0.0372,-0.0316,-0.0272,-0.0162,0.0245,0.0248,0.085,0.1432,0.2142,0.3138,0.6,#N/A,1.189,#N/A,#N/A,2.7436461,2.9439957,3.014091,3.5695,3.6786,4.3693,4.8909,5.1306,5.6614,5.8237,6.4305,6.5353,0.03,#N/A,0.0228,#N/A,0.12,0.2235,0.6684,1.0996,1.7084,1.9941,2.1881,#N/A,2.7575
2015-01-30,2.06,1.965,1.94,1.974,2.04,2.151,2.39,2.44,2.645,#N/A,#N/A,13.171301,13.111858,13.023181,12.783461,12.515481,12.268677,12.171581,#N/A,11.973629,11.939103,0.58,0.58,0.49,0.3937,0.39,0.4709,0.6025,0.6733,0.7539,0.8969,1.0224,1.2509,1.7659,1.8324,-1.101,-1.101,-0.682,-0.68,-0.657,-0.571,-0.55,-0.333,-0.081,0.363,0.493,3.0870082,3.092314,3.1002293,3.127628,3.149547,3.156778,3.312475,3.351599,3.438303,3.496053,#N/A,3.842512,-0.196,-0.192,-0.151,-0.172,-0.189,-0.179,-0.157,-0.097,-0.016,0.045,0.119,0.21,0.2684,0.491,0.691,0.776,0.95,0.405863,0.425589,0.484651,0.2821,0.3501,0.516,0.71,0.8834,0.909,1.045,1.077,1.164,1.3979,1.311,1.678,1.9087,1.972,2.042,1.994,8.2275,8.1388,#N/A,7.7135,7.684,7.773,7.775,7.6405,7.7515,7.7715,-0.005,-0.015,-0.0022,0.004,0.0128,0.0248,0.0391,0.0348,0.0831,0.1361,0.2065,0.2735,0.5908,1.054,1.216,1.299,1.415,2.7354388,2.8794925,2.9592016,3.3826,3.4511,3.9472,4.3725,4.6188,5.0472,5.2292,5.7207,5.8853,0.01,#N/A,0.0152,#N/A,0.07,0.1523,0.4488,0.7355,1.1548,1.4646,1.646,#N/A,2.2276
2015-02-27,1.905,1.785,1.79,1.814,1.93,2.095,2.394,2.46,2.713,#N/A,#N/A,13.46044,13.400183,13.309303,13.093958,12.822307,12.571952,12.481868,#N/A,12.300295,12.319303,0.57,0.57,0.56,0.4655,0.44,0.4657,0.7295,0.8045,0.9535,1.0792,1.1884,1.3015,1.8632,1.9192,-1.101,-1.101,-0.767,-0.784,-0.827,-0.563,-0.406,-0.239,0.001,0.431,0.526,3.0200465,3.0219827,3.024903,3.034013,3.042012,3.080393,3.174119,3.2026,3.236754,3.389672,#N/A,3.697804,-0.212,-0.277,-0.217,-0.216,-0.227,-0.219,-0.187,-0.146,-0.055,0.014,0.106,0.212,0.29,0.581,0.792,0.869,1.006,0.422559,0.435861,0.494271,0.3361,0.406,0.737,1.001,1.2447,1.276,1.454,1.501,1.608,1.8615,1.773,2.134,2.3539,2.423,2.485,2.448,8.3946,8.3345,#N/A,7.7265,7.773,7.797,7.777,7.6405,7.762,7.783,0.005,-0.005,-0.0068,0.0109,0.0052,0.0292,0.0657,0.0602,0.1081,0.1791,0.2508,0.3298,0.6779,1.166,1.329,1.434,1.554,2.8898187,3.01089,3.130528,3.6611,3.9092,4.4217,4.8291,5.068,5.4712,5.6331,6.1504,6.2702,0.02,#N/A,0.0177,#N/A,0.07,0.193,0.6184,1,1.4988,1.8181,1.9948,#N/A,2.5919
2015-03-31,1.849,1.72,1.705,1.731,1.84,1.968,2.268,2.315,2.576,#N/A,#N/A,13.769274,13.734402,13.6818075,13.524597,13.419409,13.231469,13.151167,#N/A,13.009637,13.008512,0.53,0.55,0.58,0.5125,0.49,0.5707,0.7666,0.861,1.0255,1.1549,1.2517,1.3562,1.9333,1.9829,-1.042,-1.042,#N/A,-0.793,-0.794,-0.569,-0.396,-0.22,-0.057,0.28,0.374,3.1405368,3.144825,3.151292,3.169077,3.188549,3.288332,3.384761,3.449786,3.59578,3.658752,#N/A,3.93844,-0.28,-0.277,-0.215,-0.258,-0.258,-0.239,-0.187,-0.152,-0.077,-0.03,0.027,0.097,0.1563,0.336,0.47,0.518,0.603,0.426421,0.445521,0.4946,0.3575,0.5663,0.63,0.791,1.0701,1.218,1.263,1.303,1.415,1.6969,1.575,1.954,2.1377,2.257,2.322,2.276,8.2692,8.1388,#N/A,7.8105,7.744,7.825,7.7375,7.735,7.852,7.843,0.012,-0.007,0.0265,0.0362,0.0485,0.0775,0.1276,0.1365,0.162,0.2343,0.3063,0.3952,0.6771,1.133,1.272,1.357,1.464,3.0113192,3.1543105,3.3938785,3.7165,4.0978,4.55,4.9814,5.2757,5.704,5.901,6.3907,6.4909,0.05,#N/A,0.033,#N/A,0.14,0.2394,0.5551,0.8791,1.3718,1.7096,1.925,#N/A,2.5382
2015-04-30,1.967,1.95,1.94,1.978,2.105,2.408,2.586,2.645,2.886,#N/A,#N/A,14.027093,13.978347,13.904828,13.709844,13.418167,13.165324,13.011844,12.830578,12.779531,12.775357,0.63,0.66,0.71,0.6851,0.69,0.765,0.9765,1.0816,1.2651,1.3948,1.4827,1.5784,2.1314,2.1766,-1.152,-1.152,-0.83,-0.78,-0.71,-0.55,-0.37,-0.15,0.02,0.35,0.43,2.755704,2.7809722,2.819082,2.911042,3.025785,3.161732,3.241062,3.32047,3.413834,3.389783,#N/A,3.755657,-0.312,-0.329,-0.262,-0.237,-0.221,-0.155,-0.073,0.01,0.04,0.115,0.196,0.274,0.2899,0.523,0.685,0.753,0.864,0.432743,0.467128,0.503871,0.4096,0.6905,0.939,1.182,1.2792,1.415,1.468,1.513,1.635,1.9531,2.039,2.187,2.386,2.472,2.53,2.458,7.8936,7.9002,#N/A,7.823,7.871,7.912,7.8465,7.8765,7.905,7.927,0.004,-0.01,-0.0099,-0.0008,0.0011,0.0241,0.0732,0.0901,0.1253,0.1883,0.2551,0.3221,0.6521,1.106,1.264,1.362,1.484,2.8586693,3.0515325,3.1619499,3.5554,4.0235,4.4254,4.9313,5.2066,5.6911,5.8836,6.3404,6.5301,-0.01,#N/A,0.0101,#N/A,0.06,0.2267,0.567,0.903,1.427,1.7953,2.0337,#N/A,2.7421
2015-05-29,1.886,1.875,1.905,1.952,2.12,2.444,2.654,2.725,2.996,#N/A,#N/A,14.335695,14.234392,14.081607,13.724555,13.118397,12.757721,12.591982,12.390418,12.289055,12.238824,0.65,0.61,0.67,0.575,0.58,0.6568,0.8894,1.0709,1.2692,1.4239,1.5188,1.621,2.1704,2.211,-1.101,-1.101,-0.89,-0.88,-0.83,-0.67,-0.57,-0.31,-0.07,0.36,0.44,2.2058673,2.231553,2.2702925,2.379773,2.523361,2.889707,3.104473,3.310822,3.609619,3.579644,#N/A,3.942945,-0.311,-0.299,-0.226,-0.24,-0.232,-0.197,-0.107,-0.003,0.043,0.138,0.257,0.371,0.4885,0.76,0.945,0.994,1.105,0.432564,0.47951,0.51704,0.4979,0.6488,0.896,1.154,1.2528,1.397,1.442,1.491,1.614,1.9324,2.038,2.215,2.3996,2.473,2.532,2.449,7.8519,7.9002,#N/A,7.7765,7.8475,7.947,7.8305,7.8955,7.981,7.977,0.006,-0.001,-0.0095,-0.0113,-0.0095,0.0255,0.0802,0.1185,0.1579,0.2379,0.3153,0.3863,0.7117,1.199,1.365,1.473,1.595,2.9832096,3.0713575,3.1810489,#N/A,4.0546,4.3828,4.9192,5.2269,5.7308,5.9727,6.5602,6.714,0.01,#N/A,0.0076,#N/A,0.06,0.2497,0.6053,0.9274,1.487,1.8726,2.1267,#N/A,2.8857
2015-06-30,1.939,2.01,2.045,2.111,2.32,2.675,2.921,3.005,3.307,#N/A,#N/A,15.086323,14.962663,14.776159,14.218676,13.665247,13.152881,12.948611,12.75145,12.644659,12.605502,0.58,0.58,0.58,0.494,0.47,0.5368,0.8197,1.0471,1.2791,1.4745,1.5972,1.6814,2.2643,2.2982,-1.05,-1.05,-0.95,-0.96,-0.9,-0.69,-0.49,-0.25,0.1,0.6,0.69,1.2062671,1.307925,1.461245,1.841212,2.409496,2.860047,3.050664,3.243764,3.557306,3.622215,#N/A,3.963094,-0.304,-0.281,-0.267,-0.291,-0.232,-0.198,-0.088,0.072,0.174,0.305,0.484,0.613,0.7691,1.141,1.391,1.469,1.571,0.433967,0.484221,0.534699,0.4861,0.7311,1.001,1.29,1.4461,1.566,1.613,1.668,1.8,2.1373,2.243,2.415,2.5947,2.665,2.711,2.595,7.6851,7.7487,#N/A,7.985,8.061,8.1635,8.0415,8.142,8.1705,8.177,0.003,-0.013,-0.0098,-0.0097,0.0082,0.0392,0.1042,0.1352,0.198,0.2792,0.3492,0.4443,0.7405,1.202,1.357,1.449,1.572,3,3.1203768,3.2703948,3.8752,4.1314,4.8351,5.1528,5.3235,5.8415,6.0525,6.6932,6.8391,0.02,#N/A,0.0178,#N/A,0.11,0.2676,0.6408,1.0093,1.6495,2.0816,2.3587,#N/A,3.127
2015-07-31,1.925,1.875,1.895,2.025,2.115,2.432,2.669,2.755,3.071,#N/A,#N/A,14.734774,14.594707,14.383459,13.823193,13.196338,12.915853,12.883659,12.860683,12.913397,12.967116,0.37,0.4,0.41,0.4609,0.38,0.485,0.8239,0.9418,1.106,1.2718,1.3851,1.49,2.1146,2.158,-0.908,-0.908,-0.8,-0.81,#N/A,-0.7,-0.56,-0.35,-0.04,0.49,0.59,1.685536,1.7566875,1.8639978,2.0762856,2.49153,2.855452,3.082988,3.212595,3.466117,3.507907,#N/A,3.849291,-0.294,-0.318,-0.263,-0.259,-0.239,-0.217,-0.121,-0.023,0.105,0.226,0.376,0.536,0.6129,0.869,1.11,1.201,1.314,0.438807,0.490501,0.560219,0.5468,0.7459,0.974,1.228,1.3418,1.479,1.521,1.569,1.69,2.016,2.096,2.271,2.474,2.52,2.553,2.437,7.4769,7.5326,#N/A,7.821,7.931,8.052,7.972,8.059,8.076,8.0765,-0.008,-0.03,-0.0064,-0.0006,0.0096,0.0456,0.0839,0.1106,0.1779,0.2439,0.3239,0.4003,0.7367,1.175,1.328,1.433,1.55,3.0179296,3.176969,3.2972329,3.8639,4.2245,4.9102,5.2349,5.339,5.791,6.042,6.5703,6.6871,0.04,#N/A,0.0686,#N/A,0.14,0.3213,0.6725,0.972,1.532,1.916,2.1839,#N/A,2.9087
2015-08-31,1.861,1.765,1.765,1.875,2,2.333,2.578,2.66,2.983,#N/A,#N/A,14.61358,14.581753,14.534274,14.422099,14.231662,14.195847,14.23182,14.16531,14.251012,14.255085,0.36,0.37,0.41,0.4395,0.48,0.6031,0.7807,0.9123,1.0959,1.2674,1.3759,1.4919,2.1915,2.2334,-0.924,-0.924,-0.71,-0.71,#N/A,-0.69,-0.6,-0.37,-0.12,0.42,0.53,2.2188952,2.2565207,2.3126504,2.530385,2.658065,2.947679,3.120099,3.175879,3.366435,3.357957,#N/A,3.699809,-0.308,-0.298,-0.268,-0.265,-0.208,-0.153,-0.069,0.09,0.163,0.291,0.437,0.603,0.7353,0.983,1.209,1.297,1.427,0.43265,0.489199,0.53818,0.5249,0.6987,0.907,1.176,#N/A,1.456,1.499,1.54,1.658,1.8559,2.068,2.256,#N/A,2.54,2.57,2.45,7.4353,7.4894,#N/A,7.704,7.901,8.0075,7.948,8.013,8.0395,8.03,0.003,-0.004,-0.0042,0.0014,0.0008,0.0258,0.0607,0.0958,0.1468,0.2168,0.2918,0.3718,0.7164,1.168,1.326,1.426,1.544,3.1237524,3.4453726,3.5252652,3.9491,4.2027,4.9941,5.2602,5.3388,5.8123,6.0583,6.5718,6.695,0,#N/A,0.028,#N/A,0.27,0.3776,0.7355,1.0538,1.5495,1.9482,2.2197,#N/A,2.9619
2015-09-30,1.912,1.81,1.82,1.923,2.055,2.338,2.544,2.605,2.92,#N/A,#N/A,15.191292,15.243589,15.321607,15.558232,15.792285,15.84285,15.740034,15.514288,15.482881,15.451165,0.41,0.43,0.49,0.5219,0.54,0.6465,0.7916,0.9372,1.0923,1.2146,1.3096,1.43,2.161,2.197,-0.841,-0.841,-0.79,-0.83,#N/A,-0.79,-0.67,-0.42,-0.15,0.45,0.74,2.1741052,2.2217634,2.2928598,2.544432,2.706157,2.94156,3.016793,3.121485,3.269996,3.27737,#N/A,3.618886,-0.429,-0.344,-0.342,-0.253,-0.253,-0.204,-0.132,-0.005,0.072,0.194,0.297,0.447,0.5881,0.849,1.086,1.228,1.326,0.47206,0.494531,0.593759,0.498,0.5678,0.759,0.996,1.1354,1.251,1.294,1.333,1.46,1.8137,1.881,2.096,2.3728,2.431,2.464,2.37,7.3937,7.4678,7.1663,7.42,7.6,7.7725,7.7305,7.792,7.8505,7.8465,-0.017,-0.013,0.0004,0.0114,0.0054,0.0254,0.057,0.0694,0.1012,0.1628,0.2378,0.3421,0.666,1.133,1.299,1.397,1.518,3.0177293,3.146509,3.266376,3.7332,4.1603,4.7965,5.0726,5.2065,5.7995,6.0506,6.7052,6.8766,-0.02,#N/A,0.0153,#N/A,0.08,0.311,0.6289,0.9033,1.3588,1.7369,2.0395,#N/A,2.8566
2015-10-30,1.779,1.74,1.795,1.889,2.025,2.295,2.536,2.61,2.917,#N/A,#N/A,14.912355,14.995121,15.118592,15.452371,15.822784,15.946726,15.969512,15.865324,15.873706,15.889924,0.42,0.42,0.5,0.5862,0.6,0.7217,0.8784,0.9967,1.1707,1.3348,1.4366,1.5392,2.2795,2.3025,-0.951,-0.951,#N/A,-0.89,#N/A,-0.9,-0.8,-0.5,-0.27,0.33,0.63,2.3999906,2.4138567,2.4345424,2.500918,2.547972,2.77406,2.856519,2.95061,3.060392,3.094083,#N/A,3.424082,-0.27,-0.273,-0.353,-0.338,-0.335,-0.284,-0.21,-0.079,-0.014,0.102,0.222,0.373,0.5195,0.873,1.113,1.155,1.253,0.475338,0.500859,0.60031,0.5228,0.6216,0.797,1.063,1.2597,1.345,1.392,1.438,1.577,1.9393,2.034,2.228,2.5031,2.586,2.613,2.503,7.1027,7.1662,#N/A,7.4005,7.682,7.8075,7.797,7.857,7.897,7.8935,0.004,-0.105,-0.0035,-0.0044,0.0055,0.0105,0.0301,0.0503,0.0823,0.1353,0.2101,0.2909,0.6256,1.08,1.253,1.35,1.479,3.05,3.137632,3.2975113,3.613,4.0466,4.7145,5.051,5.1708,5.6798,6.1518,6.6113,6.7695,0.01,#N/A,0.0788,#N/A,0.22,0.3315,0.7323,1.034,1.5201,1.887,2.145,#N/A,2.924
2015-11-30,1.98,2.04,2.105,2.177,2.3,2.544,2.784,2.855,3.155,#N/A,#N/A,15.501264,15.55246,15.630961,15.814415,16.12586,16.166384,16.141474,15.933472,15.876739,15.865662,0.47,0.49,0.55,0.6453,0.67,0.7673,0.914,1.0493,1.219,1.3564,1.4612,1.5696,2.2594,2.2852,-1.521,-1.521,#N/A,-1.22,-1.14,#N/A,-0.99,-0.64,-0.38,0.22,0.51,2.472892,2.4945972,2.5278785,2.622296,2.740951,2.833844,3.01428,2.95621,3.136726,3.052877,#N/A,3.46213,-0.394,-0.387,-0.366,-0.404,-0.415,-0.389,-0.315,-0.183,-0.121,-0.007,0.139,0.304,0.4766,0.881,1.176,1.231,1.329,0.451688,0.495829,0.585899,0.4845,0.6153,0.788,0.982,1.2108,1.327,1.501,1.625,1.731,1.8788,1.955,2.163,2.4405,2.508,2.529,2.386,7.1443,7.2092,#N/A,7.394,7.821,7.943,7.9335,7.9885,8.01,8.0215,-0.046,-0.132,-0.0191,-0.0123,-0.0111,0.0119,0.032,0.0527,0.0878,0.1428,0.2178,0.2977,0.6264,1.086,1.263,1.382,1.512,3.032285,3.2294846,3.460162,#N/A,4.1178,4.8286,5.1053,5.2686,5.7894,6.2188,6.7171,6.865,0.1,#N/A,0.2085,#N/A,0.42,0.4852,0.9304,1.2203,1.6479,1.988,2.2069,#N/A,2.973
2015-12-31,2.013,2.015,2.03,2.094,2.24,2.481,2.754,2.88,3.115,#N/A,#N/A,16.109415,16.118122,16.131327,16.15803,16.211142,16.26411,16.241766,16.084656,16.019718,15.989595,0.42,0.51,0.49,0.4861,0.49,0.6045,0.7371,0.8615,1.0361,1.1768,1.2863,1.3978,2.1336,2.1563,-0.9964,-0.9544,-0.79,-0.81,-0.72,#N/A,-0.5,-0.3,#N/A,0.45,0.67,2.1554232,2.1873975,2.2358918,2.358993,2.533786,2.572106,2.601465,2.678488,2.850338,2.901145,#N/A,3.226438,-0.559,-0.479,-0.447,-0.415,-0.349,-0.281,-0.161,-0.047,0.087,0.164,0.297,0.568,0.636,1.054,1.34,1.386,1.482,0.457036,0.480658,0.5572,0.3506,0.6943,0.864,1.085,1.3385,1.442,1.623,1.753,1.868,2.0248,2.085,2.28,2.5538,2.636,2.664,2.513,7.2274,7.2523,#N/A,7.3735,7.6785,7.881,7.885,7.988,8.1235,8.126,-0.036,-0.1,-0.0646,-0.0195,-0.0256,-0.0016,0.0249,0.0294,0.0537,0.0999,0.1659,0.2604,0.5447,#N/A,1.155,#N/A,#N/A,3.1455665,3.274512,3.494144,3.9473,4.0412,4.7758,5.2238,5.7164,5.9033,6.2537,6.8155,6.9384,0.14,#N/A,0.1856,#N/A,0.48,0.6161,1.0557,1.3446,1.7959,2.1335,2.2961,#N/A,3.0348
2016-01-29,1.916,1.89,1.875,1.935,2.085,2.3,2.517,2.635,2.876,#N/A,#N/A,14.80481,14.79632,14.783443,14.73576,14.709725,15.086227,15.320697,15.24524,15.371749,15.474326,0.42,0.46,0.45,0.4284,0.42,0.4814,0.6737,0.7046,0.8536,1.0032,1.112,1.2224,2.0043,2.034,-0.83719254,-0.83719254,-0.86,-0.95,-0.92,-0.86,-0.74,-0.55,-0.27,0.15,0.31,2.262046,2.28947,2.331063,2.434817,2.573308,2.6269,2.707406,2.681842,2.906251,2.887555,#N/A,3.244368,-0.442,-0.451,-0.417,-0.49,-0.493,-0.454,-0.398,-0.315,-0.21,-0.087,0.034,0.188,0.3265,0.666,0.913,0.957,1.052,0.457492,0.484451,0.53013,0.327,0.3201,0.479,0.646,0.9225,1.005,1.201,1.343,1.462,1.6305,1.702,1.92,2.2543,2.308,2.343,2.208,7.3105,5.7899,#N/A,7.335,7.682,7.73,7.6635,7.9475,8.188,8.2515,-0.101,-0.089,-0.0812,-0.0845,-0.0762,-0.0752,-0.0748,-0.0806,-0.0554,-0.0184,0.0316,0.0923,0.3858,0.8098,#N/A,#N/A,#N/A,3.135678,3.336931,3.436839,3.7127,3.8666,4.5668,4.9008,5.3456,5.5458,6.0256,6.6614,6.8412,0.21,#N/A,0.3179,#N/A,0.42,0.4543,0.7737,0.969,1.3296,1.6681,1.9226,#N/A,2.7461
2016-02-29,1.923,1.765,1.73,1.772,1.92,2.196,2.35,2.4,2.637,#N/A,#N/A,13.92547,13.962411,14.018123,14.202216,14.368142,14.561307,14.987314,14.945514,15.186687,15.150575,0.44,0.46,0.5,0.5181,0.5,0.5719,0.6745,0.7093,0.8547,0.9966,1.0993,1.1904,1.9518,1.9731,-0.96103317,-0.96103317,-0.97,-1.07,-1.06,-0.96,-0.88,-0.73,-0.45,-0.05,0.13,2.2354622,2.257366,2.290401,2.407101,2.495793,2.598196,2.669907,2.751844,2.850149,2.906585,#N/A,3.238846,-0.463,-0.556,-0.457,-0.491,-0.56,-0.541,-0.511,-0.455,-0.365,-0.266,-0.161,-0.014,0.1099,0.432,0.694,0.741,0.837,0.419624,0.47593,0.51524,0.3861,0.3196,0.373,0.429,0.6628,0.757,0.939,1.1,1.234,1.4032,1.525,1.788,2.1661,2.241,2.304,2.162,7.3521,7.2738,#N/A,7.431,7.804,7.887,7.6425,8.108,8.3415,8.289,-0.089,-0.16,-0.1797,-0.2485,-0.2637,-0.2527,-0.2368,-0.2207,-0.2177,-0.1907,-0.1357,-0.0726,0.1811,0.5351,0.774,0.8441,0.9631,3.8448737,3.9802444,4.1099267,4.1545,4.2799,4.9262,5.2686,5.5508,5.7285,6.0948,6.6941,6.859,0.22,#N/A,0.3129,#N/A,0.49,0.6032,0.7776,0.9002,1.2106,1.5378,1.7641,#N/A,2.6156
2016-03-31,2.012,1.89,1.905,1.944,2.075,2.279,2.441,2.485,2.713,#N/A,#N/A,13.831195,13.795136,13.740754,13.578788,13.416822,13.32272,13.456817,13.368979,13.457881,13.493068,0.44,0.45,0.55,0.5466,0.53,0.6046,0.6752,0.7074,0.858,1.0077,1.1342,1.2251,1.9924,2.0071,-0.849,-0.849,-0.78,-0.84,-0.94,-0.87,-0.77,-0.6,-0.33,0.04,0.2,1.9878786,2.0065851,2.0347981,2.125264,2.20101,2.310039,2.414352,2.487637,2.826659,2.860629,#N/A,3.192732,-0.579,-0.568,-0.501,-0.514,-0.488,-0.491,-0.43,-0.33,-0.302,-0.212,-0.112,0.028,0.1566,0.447,0.677,0.73,0.828,0.42447,0.473048,0.50439,0.4083,0.4551,0.615,0.755,0.7755,0.858,1.035,1.185,1.32,1.4963,1.594,1.959,2.1864,2.237,2.288,2.133,7.2274,7.1662,#N/A,7.2035,7.625,7.645,7.4605,7.789,7.984,7.971,-0.117,-0.148,-0.1947,-0.2197,-0.2347,-0.2167,-0.2002,-0.2017,-0.1868,-0.1638,-0.1238,-0.0575,0.1427,0.4347,0.526,0.5237,0.5537,3.7623138,3.8723526,3.9924254,4.1299,4.1127,4.7612,5.0868,5.3676,5.5732,5.9455,6.5626,6.7156,0.18,#N/A,0.2085,#N/A,0.38,0.589,0.7211,0.855,1.2064,1.5343,1.7696,#N/A,2.6124
2016-04-29,1.884,1.86,1.86,1.919,2.05,2.298,2.47,2.515,2.73,#N/A,#N/A,13.861923,13.725598,13.519993,12.972457,12.360111,12.095287,12.087278,11.909437,12.002191,12.056899,0.51,0.55,0.6,0.7007,0.73,0.7849,0.8793,1.0503,1.2101,1.3389,1.4284,1.5128,2.0722,2.0841,-0.924,-0.924,-0.77,-0.8,-0.9,-0.82,-0.7,-0.52,-0.25,0.1,0.24,2.2027974,2.2246666,2.2576494,2.353013,2.464868,2.571979,2.649467,2.73264,2.972657,2.916204,#N/A,3.243381,-0.648,-0.582,-0.534,-0.505,-0.484,-0.479,-0.41,-0.288,-0.238,-0.128,-0.014,0.132,0.2586,0.582,0.828,0.907,1.008,0.425703,0.480198,0.50774,0.4887,0.5409,0.701,0.866,0.9423,0.982,1.206,1.339,1.487,1.678,1.75,2.091,2.3183,2.344,2.391,2.22,6.8121,6.9083,#N/A,7.1615,7.4475,7.607,7.462,7.801,7.831,7.9135,-0.28,-0.301,-0.2733,-0.2519,-0.2453,-0.2203,-0.2123,-0.2112,-0.1941,-0.1681,-0.1381,-0.0927,0.0641,0.2851,0.335,0.3251,0.3451,3.76,3.83,3.88,4.0527,4.0928,4.6571,4.9333,5.2591,5.4714,5.858,6.3933,6.5011,0.16,#N/A,0.2187,#N/A,0.39,0.5531,0.7777,0.9341,1.2924,1.6143,1.8325,#N/A,2.6774
2016-05-31,1.705,1.67,1.645,1.693,1.825,2.064,2.255,2.3,2.538,#N/A,#N/A,13.436534,13.357066,13.240428,12.849497,12.499582,12.443334,12.503649,12.38281,12.488302,12.530624,0.46,0.54,0.61,0.6234,0.64,0.6731,0.7409,0.8696,0.9833,1.0972,1.2053,1.3192,1.9439,1.9619,-0.967,-0.967,-0.78,-0.81,-0.88,-0.85,-0.74,-0.63,-0.36,0.04,0.2,2.2157876,2.2378328,2.270189,2.353391,2.464327,2.563394,2.668865,2.700621,2.91894,2.926515,#N/A,3.253206,-0.56,-0.573,-0.563,-0.575,-0.518,-0.533,-0.48,-0.38,-0.334,-0.237,-0.14,-0.008,0.1417,0.411,0.665,0.744,0.85,0.452957,0.485629,0.544471,0.4,0.4302,0.625,0.792,0.8682,0.908,1.074,1.197,1.322,1.5465,1.591,1.926,2.1562,2.165,2.213,2.024,6.8536,6.9513,#N/A,7.1135,7.4505,7.5875,7.468,7.791,7.872,7.892,-0.279,-0.301,-0.2736,-0.2501,-0.2556,-0.2456,-0.2379,-0.2445,-0.2419,-0.2169,-0.1729,-0.1265,0.0211,0.2361,0.29,0.2861,0.3561,3.9019048,4.209038,4.3092527,#N/A,4.3112,4.9996,5.2522,5.6247,5.7784,6.1458,6.7731,6.884,0.27,#N/A,0.3434,#N/A,0.48,0.6813,0.879,1.0338,1.3734,1.6677,1.8476,#N/A,2.6503
2016-06-30,1.581,1.585,1.55,1.553,1.65,1.813,1.95,1.98,2.2,#N/A,#N/A,13.96711,13.8224325,13.60423,12.954366,12.306874,11.893092,11.880967,11.72783,11.73768,11.664698,0.47,0.48,0.53,0.5583,0.52,0.5921,0.63,0.7377,0.8356,0.9191,1.0174,1.1288,1.7577,1.7649,-1.101,-1.101,#N/A,-0.99,-1.18,-1.12,-1,-0.84,-0.62,-0.23,-0.04,2.074119,2.1123438,2.169994,2.329159,2.50023,2.5294,2.603598,2.695279,2.900945,2.857464,3.212647,3.2447734,-0.75,-0.658,-0.649,-0.663,-0.666,-0.651,-0.625,-0.571,-0.537,-0.459,-0.386,-0.266,-0.135,0.009,0.2,0.277,0.376,0.453045,0.44613,0.45525,0.1379,0.0973,0.168,0.276,0.3749,0.348,0.509,0.65,0.777,1.0416,1.047,1.405,1.6781,1.662,1.699,1.485,6.7706,6.8225,#N/A,7.035,7.38,7.5245,7.4455,7.694,7.77,7.759,-0.268,-0.275,-0.3353,-0.3114,-0.3103,-0.3113,-0.321,-0.3263,-0.3267,-0.3144,-0.2924,-0.2427,-0.1103,0.0587,0.113,0.1187,0.1437,3.8585923,4.1815825,4.321301,4.4093,5.0443,5.2089,5.3196,5.4651,5.6275,5.8948,6.4114,6.4812,0.19,#N/A,0.2689,#N/A,0.35,0.443,0.5817,0.6954,0.9997,1.2778,1.4706,#N/A,2.2848
2016-07-29,1.55,1.51,1.455,1.502,1.565,1.699,1.838,1.875,2.214,#N/A,#N/A,13.989596,13.826617,13.580813,12.926226,12.196829,11.760421,11.644695,#N/A,11.488468,11.380689,0.52,0.53,0.57,0.5908,0.54,0.5956,0.6568,0.753,0.802,0.8728,0.9562,1.0691,1.667,1.6831,-1.101,-1.101,-0.88,#N/A,-1,-0.96,-0.9,-0.79,-0.6,-0.22,-0.08,1.8617914,1.9123689,1.9886497,2.175206,2.401561,2.449941,2.535631,2.606869,2.811689,2.798568,3.1207,3.151907,-0.716,-0.727,-0.657,-0.628,-0.634,-0.666,-0.649,-0.528,-0.528,-0.463,-0.361,-0.246,-0.1183,-0.024,0.154,0.279,0.336,0.353255,0.301532,0.28315,0.1041,0.1108,0.129,0.216,0.2656,0.27,0.385,0.464,0.585,0.8623,0.86,1.209,1.4024,1.51,1.548,1.393,6.5634,6.694,#N/A,6.8665,7.0545,7.171,7.185,7.3735,7.4645,7.4355,-0.266,-0.255,-0.2971,-0.2595,-0.2691,-0.2631,-0.2628,-0.2711,-0.2856,-0.2679,-0.2319,-0.1842,-0.0091,0.1769,0.233,0.2559,0.3219,4.2092657,4.4,4.61,4.7827,5.3733,5.43,5.5351,5.6278,5.7233,5.9328,6.3474,6.4112,0.18,#N/A,0.2638,#N/A,0.37,0.4915,0.6554,0.75,1.0221,1.2863,1.4524,#N/A,2.1831
